quizzes,solutions
004000012080021064000046000001060000806203401305009006709580100050034600000000500,694875312587321964132946857941768235876253491325419786769582143258134679413697528
071903285009080700005167340000409008204005006708030020000090000960200000000700000,671943285439582761825167349316429578294875136758631924187396452963254817542718693
020080075001000003975423681040568090060300040000100000200004050010700000006009800,423681975681975423975423681142568397568397142397142568239814756814756239756239814
000020000091000004602908735205000008080002040004890007538000900027100500906080000,753426819891537624642918735275641398389752146164893257538274961427169583916385472
005064000090035467600028000000000010043070200002413608500000700060087000027050006,315764829298135467674928531786592314143876295952413678539641782461287953827359146
500030000209548000000090004000760000746123890100059040007000000301082050000005301,584637219219548673673291584895764132746123895132859746457316928361982457928475361
006304005590006032030050010000700000060438200072005003600040300023000080000270950,816324795597186432234957618348792561165438279972615843659841327723569184481273956
700000128010500000000182000060204080008607201004300009300060402000409010040800706,753946128812573964496182537967214385538697241124358679381765492675429813249831756
040276590008413007027080000076000100089100000000004029030601970000000600004000085,341276598958413267627589431476892153289135746513764829835641972792358614164927385
000000005053800006000300082470003801005218467000004350000030000680940000201000504,728469135153827946964351782476593821395218467812674359549132678687945213231786594
000051400013807090470200500260730000050000061000100000000690105986512030000000006,692351478513847692478269513261735849357984261849126357734698125986512734125473986
000000720300400500000050031490036200600801000000090005000240079760305400002967050,956183724381472596274659831497536218635821947128794365513248679769315482842967153
102794000805000904004305102640500300700200640000400058200000000407103090000900000,162794835835612974974385162649578321758231649321469758296847513487153296513926487
048057000572016000060000000603548007480102096001009004057000439030000600000000000,348257961572916843169834275693548127485172396721369584857621439934785612216493758
000000400254070810308402679000000000060001000102900060800704030030000704407036008,976813452254679813318452679549367281763281945182945367825794136631528794497136528
034000100710403080200500300950014803080705000100000570000050000560040700023900010,634829157715463982298571346957614823382795461146238579879156234561342798423987615
046089701090007436000364000000750640700400803002900000050000000800005200620040010,346589721598217436271364958983751642715426893462938175159672384834195267627843519
030208504015003902289001006500000009000080000060000307102040600300000091070029050,637298514415673982289451736521734869743986125968512347192345678354867291876129453
906130008000600000001007090060002005050708021009400000690200357140005009503090000,926134578785629143431587692867912435354768921219453786698241357142375869573896214
794001000850000000600004010000000090060070830203400051310000000007308060920540183,794851326851632947632794518175283694469175832283469751318926475547318269926547183
100050000530000068972816500010008000458003070200000005800035700700480050000000804,186354927534792168972816543617548239458923671293167485841235796769481352325679814
041002506320006000568000072706049000090020060130005000200690000400250090680000000,941372586327586914568914372756849123894123765132765849275698431413257698689431257
139004000007000006000050000000983040420705098900426571600090000590008000300000109,139864725257139486864257913715983642426715398983426571672591834591348267348672159
000000006753604090680000507475008000010075600960000050530007000007290010206000008,129753846753684291684129537475968123312475689968312754531847962847296315296531478
000000000106093050450600907064000300009400801801930004000020005200060700605009043,937245186186793452452618937564187329329456871871932564798324615243561798615879243
005809671490000003000023800002000700064030090000008006000302064800904057649000000,235849671498671523716523849982416735164735298357298416571382964823964157649157382
900624073000007895030500040000002500000050000105000020500806702680200051020100008,958624173462317895731589246896432517243751689175968324519846732684273951327195468
900003000003000040000405080170958300598000104006004500000000802852007000409002607,945823761283671945761495283174958326598236174326714598637149852852367419419582637
800492070240067305700000029308004000002070900150900002004005003000200060903040000,835492176249167385716358429398624517462571938157983642674815293581239764923746851
700000080901520700080003900008300090600010503003469100000000360300201807007000410,736194285941528736285673941128357694694812573573469128412785369369241857857936412
003900005007056080000001490500360001001000030006000250000003710600180549178000300,813974625947256183265831497524368971791542836386719254459623718632187549178495362
010000347006000002700000608000901500000605403070300089090108005007402800100037004,219856347856743912743219658324981576981675423675324189492168735537492861168537294
700260800089003062006000017078130000000000200023050709090000603302509000007006005,731265894489713562256498317978132456645987231123654789594871623362549178817326945
000703096060001200300609000037000521490050000205300000000005102049200368000800900,154723896968541237372689415837964521496152783215378649683495172549217368721836954
004007050500000020267000300640970001970300002381002005000016000006020503700800100,134267958598134627267598314642975831975381462381642795853416279416729583729853146
000000005000060201002090000900006043040020506675843020280900054400300000000654080,864231795597468231132795468921576843348129576675843129283917654456382917719654382
018000007000180004040720080000000095080090002000261400804000209030902046200048070,618453927972186354345729681126834795483597162759261438864375219537912846291648573
000027109000000070200900000004009000590100704001073092015030027306700000007501046,468327159159846273273915468734259681592168734681473592815634927346792815927581346
400000061106908075500000000700160008842570000000402090900005002065801009080000600,498357261126948375537216984759163428842579136613482597974635812365821749281794653
700200648023008000600000120905700810072000060810695300400000090000900400000001506,759213648123468759648579123965732814372184965814695372431856297586927431297341586
985012007030006000004050100567901300008000056020070800700008031800103000010000080,985312467231746598674859123567981342198234756423675819742568931856193274319427685
300180020009000601186000470432010009900032006000058000045003090063800000000240000,374186925529374681186529473432617859958432716617958234245763198763891542891245367
400570068000900703070000000900000070030080005502036000754060900098007031060892000,429573168816924753375618294981245376637189425542736819754361982298457631163892547
000037000010950403300000900000020810234000000601579040100000000075013600908700201,596437128812956473347182965759324816234861597681579342123698754475213689968745231
053602700470000000200000503320040000810000409640708205002089000001260804004000000,153692748478351926296874513325946187817523469649718235562489371731265894984137652
149700802002001000600203019000002394000000100030510008000070200006000050403100786,149756832382941567657283419715862394268439175934517628591678243876324951423195786
000178009004000001800000650002051890065009030000420506750804062600007000000006070,536178429294365781817942653342651897165789234978423516751894362623517948489236175
000005093000871500500900000807010005900708000600350002000004050005200418081500029,178645293239871564546932187827416935953728641614359872792184356365297418481563729
700040005684000100003000068000070601530200004000000003000007816070186000160059207,721648395684935172953712468849573621537261984216894753495327816372186549168459237
100500300740921065058007200400209750000075000007304002005048000004000006300600000,192586374743921865658437219431269758926875143587314692265748931874193526319652487
150020800900068001008003729000000082004030905500080030700800000090002608000095240,153927864927468351468153729631579482284631975579284136742816593395742618816395247
304000006765000902800756000650000009000039000090685014006910200901000607000000003,314892576765341982829756431658174329147239865293685714476913258931528647582467193
400000690200060843960000500010870054800004160534600000020000010000700038300140000,483251697251967843967483521612879354879534162534612789726398415145726938398145276
008000000040060381695800204000070090009100740000950010083010005056090007170000008,318724659247569381695831274821476593539182746764953812983217465456398127172645938
050003060006098700740020080601005049005934617000061800000002000060800000080000506,958473261216598734743126985671285349825934617394761852137652498562849173489317526
003490081002007096090281000009000000470900010310504060940000100820105049000000000,753496281182357496694281357269813574475962813318574962947628135826135749531749628
500471000200000710147900308000010280000620500060000097004000030028040000019280070,583471629296835714147962358435719286971628543862354197754196832328547961619283475
010080740000400900043100820200040000139000060060010050000900080080700092592064070,915286743826473915743195826258647139139528467467319258371952684684731592592864371
000000060400070951000910000001600500064597800057800000073089000009460705600000190,195248367428376951736915284281634579364597812957821643573189426819462735642753198
000302004000105000000860300040091700060000000008003619006007900094286570307000260,689372154732145896415869327543691782961728435278453619826537941194286573357914268
500001000070006810801000500000003095000027030603510000300695701710200000060008042,536981427472356819891742563287463195159827634643519278324695781718234956965178342
500093001903120580210700900180070090005000008000800753007060005004080300000007040,578493261943126587216758934182375496735649128469812753397264815624581379851937642
000603908000470056000000074000380009200067503003902060000010030600000402002706805,174653928928471356356829174761385249249167583583942761895214637637598412412736895
050006070000080010400020350381067000020000000600000100762950031500300067004070095,853146972279583614416729358381467529925831746647295183762958431598314267134672895
030719020200000100091240000015800206007020000300000780103490860000000047400080005,536719428284563179791248653915874236847326591362951784153497862628135947479682315
200950007800010300760000950608070500900080000040520106089000200523000704000000091,234958617895617342761342958618473529952186473347529186189764235523891764476235891
000093081001020090035086020340060000008000069000800032480050910020010000000740053,274593681861427395935186724342965178718234569659871432487352916523619847196748253
001304980085010006400009001023080090000000608600905020060507000304090050700003060,271364985985712436436859271123486597597231648648975123869527314314698752752143869
507030000046000105029750000001070020700068000600190007008029000295007000100806002,517634298346982175829751463951473826734268519682195347468529731295317684173846952
685200300020900008400865000300600900709000256500070030001000000030521497000000005,685217349127943568493865712348652971719438256562179834251794683836521497974386125
040156000005009000000730000000628003000000620002900005300560097809041560506800300,743156289165289734298734156451628973937415628682973415314562897879341562526897341
970854630004603700003001000609000008032000457705002090306007000157000060000000000,971854632584623719263791845619475328832169457745382196396517284157248963428936571
000007000170009000300680007800091400004070000000243780003060100006718095001005602,648157239175329864392684517867591423234876951519243786953462178426718395781935642
000900030208307400130004000400003507803670904700000308002890000370000109900030000,654928731298317456137564892429183567813675924765249318542891673376452189981736245
000700005600900387003500400169000000080009040400000900048056000910000600536190804,294783165651924387873561429169247538385619742427835916748356291912478653536192874
500470003900031002083605000004900126008000000016540008030200009000300200405700300,562479813947831652183625497754983126398162574216547938631254789879316245425798361
042690800508004600900801000400300010089500070703010000800100000000403700004089025,342697851518234697976851234425376918189542376763918542897125463251463789634789125
604020008205001000700000023100000050008710006003258000016432000300580090050000204,694325178235871469781964523179643852528719346463258917916432785342587691857196234
000935002070140039030270000718004020000000700300010000904082160000700054100009200,641935872872146539539278641718694325496523718325817496954382167283761954167459283
004000005790630000020005034509000780872059040410080000050000001043061020000020090,364218975795634218128975634539146782872359146416782359257493861943861527681527493
000600984000900000894500637700000306005300800136890200010706000000000700070009053,251673984367948521894512637789254316425361879136897245513786492942135768678429153
009000017170020000030000952060000008204301500001005029000010065052043701000002300,529438617176529843438176952765294138294381576381765429943817265652943781817652394
050000610239607508007040300074800001000001754000700832006000083003206000005000000,458329617239617548167548329574832961382961754691754832926175483843296175715483296
600003090009060000705900040500806017070052080900047002007030000840000300390684000,614573298289461753735928641523896417471352986968147532157239864846715329392684175
001000020230150809000002000070920300003508060600000087302000700060010408584000201,451897623236154879798632145875926314143578962629341587312485796967213458584769231
005140020410006009000005300050300462000000708264000031090401005000700000000938140,985143627413276589726895314857319462139624758264587931398461275641752893572938146
080042903060007004254609700075260108000000026000001000507000030030105600002000007,781542963963817254254639781475263198198754326326981475517426839839175642642398517
016095000300080070005000600008500320700000000050273800204901000507804190091000002,816795243342186579975432618468519327723648951159273864284961735537824196691357482
172805940500649000000700030000250000030400000825000004218060000350970080407000000,172835946583649127964721538741258693639417852825396714218563479356974281497182365
802000600700500120000012000206300000000006813081970500090000304005438900030690000,812743695743569128569812437256381749974256813381974562697125384125438976438697251
900700020040000030057602000070200040502910780009300000705090018138520004000000070,981753426246189537357642891873265149562914783419378652725496318138527964694831275
072100060900000200040720090000645008000070029080000450009560840430007010100080002,872159364915436287643728591291645738564873129387912456729561843438297615156384972
106035070290008004403079000700004053600050100000090400800520010572000300060000005,186435972297168534453279861719684253648352197325791486834527619572916348961843725
704003126803602540000004900027500300036020080008000000480361750000009010000000000,754893126893612547612754938127548369936127485548936271489361752275489613361275894
000080053000007000080500420004000019060009230059320078900076105000000706470005002,247681953593247861681593427324768519768159234159324678932476185815932746476815392
030500021001380540000020000970130058008794000000600790000400200000805400109200070,836547921291386547457921386974132658568794132312658794785419263623875419149263875
760001090090746000000009000100030006640002000980000021070803004409267000031005600,764321895598746213312589467127938546645172389983654721276813954459267138831495672
001090280804571900300820000700040020048015003000000008080050300100089042050000009,571396284824571936396824751763948125948215673215763498689452317137689542452137869
030000000001009024084000060103008007000103608060020513802040106006000005700010980,639284751571639824284571369153968247427153698968427513892745136316892475745316982
090526010056001340080004205062100834040002000010000900008000000600318400000005100,394526718256871349781934265962157834843692571517483926138249657675318492429765183
058000096000760001070018043000003000090000407040056010012007050860040370030605000,158234796324769581679518243281473965596821437743956812412397658865142379937685124
030000095569040100018090007000100900080020003002300000450837019021000700870000500,734281695569743182218596347345178926187629453692354871456837219921465738873912564
000900010000208000065710248080400037400630100030082000076020004004070301300000070,248965713713248965965713248182459637459637182637182459576321894894576321321894576
078030460060700050050009000016000000800060700490200000600427100040005036080096207,278531469964782351153649872316974528825163794497258613639427185742815936581396247
007003000301025080000070400008700005070050098005209060030090800280000019000862304,867413952341925687592678431928736145673154298415289763734591826286347519159862374
006000000800046152000800060253700086408000700091468000087000901530010000000080003,346125897879346152125879364253791486468253719791468235687534921534912678912687543
000020709067100804008960001800006043010040008305002000279630000580000006000500002,153428769967153824428967351892716543716345298345892617279631485584279136631584972
300060100401009052056010090510800269000040000073000400100700500000103027000650800,397265184481379652256418793514837269962541378873926415138792546645183927729654831
500000006000300000060050890049000000035000070080563020810205000090601000352749680,524897316978316452163452897249178563635924178781563924816235749497681235352749681
002900700037006958009710200003000000000008010280001047500030000070860005028150003,462985731137246958859713264913674582746528319285391647591437826374862195628159473
004017200508000010007258000452970006703100000816000070600020000005709020081000000,934617258528394617167258394452973186793186542816542973679821435345769821281435769
501009063630014029000680050980350200000908001005420090100090000003000006060030000,541279863638514729297683154986351247472968531315427698124796385853142976769835412
000006000000001809600000010027059600000023095950084030004005981573908000009000300,135896274742531869698247513327159648486723195951684732264375981573918426819462357
900007820020003000000852000200906000080500003060070502100060058057210306603000200,931647825528193674476852139215936487784521963369478512192364758857219346643785291
700002503001395007300080000000570800406000075000068100000100009900006051135040008,748612593621395487359784216213579864486231975597468132862153749974826351135947628
048000006700001950030200100510000060070005200093600500301926478000100090020000010,148539726762841953935267184514392867876415239293678541351926478487153692629784315
800043210030090000901007054068075000309006500000030602100000035500200070000009820,876543219435192768921687354268475193319826547754931682182764935593218476647359821
600000000002030086043050090008102400200043800364780002056008009000000020807000054,685927341792431586143856297578192463219643875364785912456278139931564728827319654
900000070006712000702084600020009006309005702060020900408600020200000069003001007,984536271536712498712984653827349516349165782165827934478693125251478369693251847
020640053490000100703012090500120000231408000004750200002080040000000000009064070,128649753496375128753812496567123984231498567984756231372981645645237819819564372
008003000002000010035706090500030700000049103210807900309012800001000000480390200,948153672762984315135726498594231786876549123213867954359612847621478539487395261
000000700306947000700000000970020003024106080630009502400061000800050100160008470,215683794386947251749512368978425613524136987631879542457261839893754126162398475
009000084003800901486000007600492503002000800010060009500380062030624005000000000,129573684753846921486219357678492513942135876315768249591387462837624195264951738
007002080052010000038647000090000864200400009000975201009050000021000000080700512,467592183952318476138647925795123864213486759846975231679251348521834697384769512
019420070005000000040057009060010004030080791071000058000004006026001940000260010,319426875785193462642857139568719324234685791971342658157934286826571943493268517
200008001090602000000194206960057018700000900000469000600780003000041000040026007,276538491491672835835194276964257318752813964318469752629785143587341629143926587
800000103060708050050000870000306700030020091702010608006803000025000087300000906,874592163163748259259631874591386742638427591742915638916873425425169387387254916
020060800070203006056000324041687000000002501200405008400070080982004000000020000,324561879879243156156798324541687293768932541293415768435176982982354617617829435
040871965009000000000050040100700500097043201030018090000000000071630400800107600,243871965569324817718956342182769534697543281435218796356482179971635428824197653
680000000400085130000409000800090000290750081706013400000140006000900850907008004,685321947479685132321479568813294675294756381756813429538142796142967853967538214
810094000000050001000081090300170000004000005750000600035807960078060510629000007,817294356942356781563781294396175428284639175751428639135847962478962513629513847
174050000520096007903407052000000200800000040000009000635900120080503900740020000,174852396528396417963417852496781235817235649352649781635974128281563974749128563
000042000905071200000953087046195700100000000208000010480030901000010000700408003,817642395935871264624953187346195728159287436278364519482536971563719842791428653
000300402090000000317002685003050870904000003000020000009008001000560038730001569,685317492492685317317492685123954876954876123876123954569738241241569738738241569
000800007070051000000074000987000002400120900000907450793500601600090520502000700,251869347374251896869374215987435162435126978126987453793542681618793524542618739
600004750000052060570000800001308590950041308030000600005406070720000000006200900,619834752384752169572169834461328597957641328238597641195486273723915486846273915
015200007800400003740100000070050046684091300030064019250000930000910000000500000,315286497826479153749135268971352846684791325532864719258647931467913582193528674
200300000083400000004060083800200671000930042000100009305620700000093020420800000,267381954183459267954762183839245671671938542542176839395624718718593426426817395
209100000003090800080630000004086007560072094007041008090000080830000000000063902,249158763673294815185637429914586237568372194327941658792415386836729541451863972
001000000030508691005160320700005903506001000090420050000006000300000009659000048,961732485237548691845169327724685913586391274193427856478956132312874569659213748
000200800620700000001090020000005238500380000000007590062070140087050000040629007,459236871623718459871594623714965238596382714238147596962873145387451962145629387
008720040000093080004000072000200091000038025570010000800109604000002900000346050,658721349217493586934865172386257491149638725572914863825179634463582917791346258
050600004894250001601094000400000800300000000109020607000000006942030000006708402,253671984894253761671894523425367819367189245189425637718942356942536178536718492
090000000002967000001000900078130069900708040314206000005003000209070800100009050,697581324432967518851342976578134269926758143314296785765813492249675831183429657
001000740043009000500007060190500000004060000300900000487390000039002487005800039,961285743743619528528437961192548376854763192376921854487396215639152487215874639
034609780875001206000000004300900070768050020000800000012006003600005042000010000,134629785875431296926578314351942678768153429249867531412796853697385142583214967
000109074000060050915002300853091020009020030060000000001300509000000040030985010,386159274247863951915472368853791426179624835462538197721346589598217643634985712
903500800080030154014008090600000748051000000000009001000074000007800020809200017,923541876786932154514768293692315748351487962478629531235174689147896325869253417
710000604302000500000000200927600001003541000150009300630005002048700000070000805,715923684392864517486157293927638451863541729154279368639485172548712936271396845
085603010120005000000009500206000473000200100000000609067002030512000796008900000,485673912129485367673129548296851473734296185851734629967512834512348796348967251
000081029002000013001002700000710000000400007700000504064037900000260370037098600,675381429942675813381942756456713298829456137713829564264537981198264375537198642
010000000009430800074001092090670100053029004000015000000190426900200000002000910,815962347629437851374581692298674135153829764746315289537198426981246573462753918
703010000005000080008500006000930801300080024010000007007000903934700010051090608,763812459495376182128549736542937861379681524816254397687125943934768215251493678
400000000000470325032069100080204090009008030043600800000000000300050680025100043,417523968896471325532869174781234596659718432243695817168347259374952681925186743
060008732048000000200600400000016040804537900096080000000809000430070000600340050,561498732948723615273651489357916248824537961196284573715869324432175896689342157
000013265900502800520708000009000070000200000000000000090005706153007900070409531,784913265931562847526748319819356472365274198247891653498135726153627984672489531
608020050000509086010030040050003002000002001249050803001065008000000030500000914,638427159724519386915836247156783492387942561249651873491365728872194635563278914
000060100901027004040105020080070643002603000036000001000710000090400086024500000,273864195951327864648195327589271643712643958436958271865719432197432586324586719
000030600946010837070004500017063200002080460030050000000000005001040020209070040,125837694946512837378694512817463259592781463634259781483926175751348926269175348
674010025800000000590004000460007512050409003080000690030020000000940000000700281,674813925813592746592674138469387512251469873387251694736128459128945367945736281
001900060070402300005000240502036017140000083000174000700000800000000070300701520,421953768678412395935687241592836417147529683863174952716245839254398176389761524
000149000000030800730005004307000046005060708400783500090400000053200400004300010,528149673941637852736825194387512946215964738469783521192476385853291467674358219
053000700097305200060000000000008070000530028000971530008000057570000000901457003,853216749497385216162749385345628971719534628286971534638192457574863192921457863
768000002000008390900020876812070000306004280500012600001007000430200060000000000,768943512125768394943125876812376459376594281594812637681437925437259168259681743
000000340100040500034520081006470010021000475500210863200008050060000000000000002,752981346198346527634527981386475219921863475547219863279138654465792138813654792
109032008500006100008194023200000080480000030000400090070900050356000000012300800,149532768523786149768194523295673481481259637637418295874921356356847912912365874
600030907240097100700006302000700003078003520060000800532970000000000000800004230,681432957243597186759816342925781463178643529364259871532978614416325798897164235
000120040000637520010008706526000003739000184801000000000000000050810090002700060,367125849498637521215948736526481973739256184841379652974563218653812497182794365
400500000200700005010000080026800000900000006730005948070050090690378102102006000,487513269269784315315962487526849731948137526731625948873251694694378152152496873
000041270004706009072000000089417620700200005000005100010000000090072300803000710,938541276154726839672389451589417623741263985326895147217638594495172368863954712
825030010400258730090010800007000000000500000658000041500000000049060500086720300,825937416461258739793614852237149685914586273658372941572493168349861527186725394
346107050000900000000340201060400000003000090200069700092008007630000000714002380,346127859127985463985346271869473512473251698251869734592638147638714925714592386
108000000000800300050040809200790000087003100504000008875230000610080000042961000,198375642426819375753642819261798453987453126534126798875234961619587234342961587
008060040620940803095010060000180300000603050060402001000000107300500008080730000,138267549627945813495318762542189376819673254763452981256894137371526498984731625
090003820000080940682190007470300000068200054000005000007000208000020000020947060,194753826753682941682194537475368192368219754219475683947536218536821479821947365
903508700060020004021000006076000540004001309092000060000006000000054681610700000,943568712865127934721349856176293548584671329392485167459816273237954681618732495
070013405000670201002050000090030100237080069400000000700001806560020310040000000,976213485854679231312458697695732148237184569481596723729341856568927314143865972
000500041000090002020614000150000700007801000904732805502000000601040250300005000,793528641416397582825614379158469723237851496964732815572186934681943257349275168
050000460000209137000800950000100000081020300004073680000007003005000040013642090,952731468468259137137864952379186524681425379524973681246597813795318246813642795
030290005800170000009050010006001003500730800700900050002600701600010000001309560,137296485845173629269854317986541273514732896723968154392685741658417932471329568
000200019690000032000061450000057000000002100300809576000098001900100205700000083,475283619691745832823961457189657324567432198342819576254398761938176245716524983
200050000405030002000090500100020007802300001004000050001083060067005840008670025,219854376485736912673192584196528437852347691734961258521483769967215843348679125
307140000250000060600000907700000200005020070829407600502380700003000002000005093,397146528258793461641852937734561289165928374829437615512389746983674152476215893
810502400570463000400819020020600000008000002000000000380000060000000075957046018,819572436572463891463819527724638159638195742195724683381957264246381975957246318
000060840001007305000025100700053000006401078900008003000004000047080906805006010,253169847691847325478325169782653491536491278914278653369714582147582936825936714
060030000000705000507260000910000230300000065000420090700602410056301009040000520,462138957831795642597264381918576234324819765675423198789652413256341879143987526
209085046600000000000600000700046901192703400000190000020007680930008004000001300,279385146614279853385614792753846921192753468846192537421937685937568214568421379
003000164000000230046030508090000003800310020031000056004079080007006000008043005,273895164589461237146732598792658413865314729431927856324579681957186342618243975
005208003800001047009750080003000000042800091910020000200013000060047820090002000,475268913826391547139754682683179254542836791917425368258613479361947825794582136
971208000800036000000000080010504003700102645450307000090800000000020400080003019,971258364825436197643719582218564973739182645456397821192845736367921458584673219
000007800001062050000184630050010028900230070000050109076000000009800700028000490,263597814481362957795184632657419328914238576832756149376945281549821763128673495
080045370302080500040070180008030200010000000034000600060500000090300761003107090,186945372372681549549273186658439217217856934934712658761598423895324761423167895
031609258076852400050100000000060080000400000000200010045090627007000003003020800,431679258976852431258134976514963782782415369369287514845391627627548193193726845
000007001050001980020080500000096300010050724035020090900875000000002609041000005,398547261754261983126983547472196358619358724835724196963875412587412639241639875
005800042000230005000000718507318020000705100800900600026050000000000001751003200,695871342178234965432596718567318429249765183813942657926157834384629571751483296
000952000002060031060030050000840000840005006095200043000020080527080009000010027,431952768952768431768431952276843195843195276195276843319527684527684319684319527
000190034000600090000534078000017059095060007000000003054080700700005080360020005,687192534543678192129534678436817259295463817871259463954386721712945386368721945
650100084008000000002708090590026008001007302000401079000900000970005830000003900,659132784748659123132748695597326418481597362326481579813974256974265831265813947
009060720257003600000270900018050002005002800020080004801000000504020080000009406,139468725257193648486275913618754392745932861923681574891546237564327189372819456
000000405000004000050813000802040501500708000000030000900081004706359100120400053,381672495267594318459813276872946531513728649694135827935281764746359182128467953
097830105000794308008500000000905000003108050000040000080450000076001000054000812,497836125215794368638512947861925473743168259529347681182459736376281594954673812
000050008073960000600240000007800104300090720000000830000510003100073400006089502,412357968573968241689241357257836194368194725941725836894512673125673489736489512
500070006460009020000003500000007840800065000090004050200000087300090260978006015,519872436463159728782643591635917842824365179197284653246531987351798264978426315
009006570000007000000090862207400000030900207900000000700089600620734100000052703,319826574862547319574391862257413986431968257986275431743189625625734198198652743
000000308000004109080900060900000830050090704700000000009000500437058092518060470,195726348276834159384915267961472835853691724742583916629347581437158692518269473
000205000102608309706000001000046035530702000000000028004530002090000476000407000,943215687152678349786394251827946135531782964469153728674539812395821476218467593
530690000002100005000350209024835006305760020000204000803000000001080057000000008,537692814962148735418357269124835976385769421679214583843576192291483657756921348
600008010130000200000010407409001706251706800300040000002653070060070000700002000,647298315135467298928315467489521736251736849376849521812653974563974182794182653
000830950683905000500000800800000046970000100000000790109607500064000019008200004,247836951683915427591472863815729346972364185436158792129647538764583219358291674
100040000070002640060080010030000250790054008500368900380000000000837005910000800,152643789879512643463789512638971254791254368524368971387195426246837195915426837
000002050008340106003000029009471602004000030006900000415006200600200000932000700,761892354298345176543167829359471682174628935826953417415786293687239541932514768
000050100000041000000900050609000830083605400007200090590007000406810925000009704,928756143765341289314982657659174832283695471147238596592467318476813925831529764
006070900809362000100095002400000000208036050000000006030050068002000090015028073,326174985859362714147895632463517829298436157571289346734951268682743591915628473
000007005500800204007001300100903000000146039000700461010290000200674053000000002,839427615561839274427561398146953827782146539953782461315298746298674153674315982
030020400000400317000301090850040070400007000390080100020008701104093600000004009,731829456289465317645371892852146973416937528397582164923658741174293685568714239
003700502070000806020600107402009300307000060050870000000000050730452089040900000,863741592174295836529638147412569378387124965956873421698317254731452689245986713
423600010060810003009000670001304000034500901000001300008032050000006408506000000,423675819765819243189243675691384527834527961257961384948732156372156498516498732
600514008070630000000908060780000010000080209009006805000003080400850000000097643,632514798978632154514978362785329416146785239329146875297463581463851927851297643
000100503000704080001306900934000150008605000500039700000903000040080609069007000,497128563653794281821356947934872156278615394516439728185963472742581639369247815
020003000603001020001720000410000005000017280080900400000069050869004170304100000,728693541693541728541728693417286935935417286286935417172869354869354172354172869
089402000040000000000000030000240003500900200406053981068074095000028004030100008,689432517342517869157869432891246753573981246426753981268374195915628374734195628
020050030060027590000300200070500009004000020010000050736840015005030000800095370,427958631361427598958361247273584169584619723619273854736842915195736482842195376
002080036000000090801360057340008009906030005000100000100000900470809061080003070,752981436634572198891364257347258619916437825528196743163745982475829361289613574
000072043720005000050006007090000405200000900007069180000018000000207350402590800,869172543721435698354986217693821475218754936547369182935618724186247359472593861
300089075010000000700003001089070000003800002100035948000040080070050469690008000,346189275918527634752463891489271356563894712127635948235946187871352469694718523
030400800000200700298070000040090005000030040013800900000015489000000050650048273,137456892465289731298173564846792315729531648513864927372615489984327156651948273
000010000700000205009002080003000168004001923060000004890020417302000096007000350,245817639781396245639452781923745168574681923168239574896523417352174896417968352
120000500000204387003095400006002870300000690500006210009301700000020000000507002,124873569965214387783695421496132875312758694578946213249381756657429138831567942
920003061000617000060090005014900203000170098000030417030745100400000000080000000,928453761543617829167298345714986253352174698896532417239745186475861932681329574
824000006701000800950000701000010605100008000000040000040020309200936008300054210,824173956731695824956482731472319685193568472685247193548721369217936548369854217
900208006002060709003107000007029500000405600050006900405600008036001004000500060,971258436582364719643197825167829543298435671354716982425673198736981254819542367
600080010051006780708500690000000000000700000002650800000005008300100500594063271,639287415451396782728514693873421956965738124142659837217945368386172549594863271
070043900043090705802000000900031280701400050400000010600300002000007003300250070,576143928143892765892576431965731284731428659428965317617384592259617843384259176
020000060040009000000802051403000510000215004001430000702000800009700340504608007,827154963145369278396872451463987512978215634251436789712543896689721345534698127
010300500580010630600200700070402085000000006200000300020500003437008059090730000,719346528582917634643285791371462985958173246264859317826591473437628159195734862
000020010008000036001060580350000060009006005070000094204910050630084071000000048,763528419528491736491763582352849167849176325176352894284917653635284971917635248
200004970058000003010360800001000580603708090005209304000600400100000009300005200,236584971458197623719362845921436587643758192875219364597621438162843759384975216
100400905500010040000850701009040600060905174007300000025004060300600000900000410,172463985598217346634859721259741638863925174417386592725134869341698257986572413
000130090001960082009002300006000500100600008804000000400593000005200104680704900,248137695731965482569842317926478531153629748874351269417593826395286174682714953
000060938000003004080007020000024010001000040204001080470000060806049102020080407,547162938612893574983457621798524316361978245254631789479215863836749152125386497
805070000000614530000803700003020000060548300004009201300091004000000000056300910,835972146927614538641853729793126485162548397584739261378291654219465873456387912
006000070001080400000970080000800210850200000019063054002137000007648000600000130,386425971971386425425971386763854219854219763219763854592137648137648592648592137
000680090029000005050490007940021870060050001000070900200018009780009200000000708,173685492429137685658492137945321876867954321312876954234718569781569243596243718
600000900020000017080071432000047000100090006090068104009800740004059000800004005,671423958423985617985671432568147329147392586392568174259816743734259861816734295
090002081000087096000690050600073040148000305000840609000000002800200510002000004,496352781253187496781694253629573148148926375375841629517468932864239517932715864
802009706009000008003840090030006000000008051490000067000950603000287000054060800,842519736519673428673842195135726984726498351498135267287954613361287549954361872
030680071500409002602500000095000006024010090010300004000900243000000000050243008,439682571571439682682571439395824716824716395716395824168957243243168957957243168
070000813005301007830090450000000200200800000097020038310200000024560090008000002,972645813465381927831792456583917264246853179197426538319274685724568391658139742
016409058000300000000002601057600090600901020001000003860103000103000086700005009,316479258582316947479582631257638194638941725941257863865193472193724586724865319
